symbol,price,price_change,price_percent_change
FQF,423.91,-0.21,3.58%
VEAP,399.48,-4.44,0.7%
CZG,260.58,8.94,3.14%
AHE,266.88,5.87,0.09%
XFA,437.19,6.14,4.71%
ODE,147.75,-5.37,-4.16%
JQA,273.97,-5.2,2.34%
JJKV,261.72,-1.52,-1.82%
WBZ,331.46,5.35,3.13%
OBRY,429.35,5.02,-3.02%
CUH,284.05,4.37,0.05%
QQO,90.65,-9.25,4.83%
OBSG,15.45,3.32,2.37%
AFL,371.78,4.84,0.88%
EINY,210.3,-6.92,2.68%
TLKC,33.85,9.43,-3.32%
KGPP,485.52,-8.92,0.4%
VDMX,17.88,-5.23,2.87%
TKZ,215.34,4.74,1.38%
DCWW,197.77,-3.83,-4.97%
OFI,421.19,-6.17,-4.69%
FXIY,408.87,-6.38,-2.35%
AMYL,464.78,9.38,3.38%
VSP,48.37,0.45,3.38%
IBP,144.49,-8.25,-0.8%
QCV,65.86,4.47,-1.55%
LXW,55.5,-9.81,0.46%
JLML,422.21,-2.96,-2.89%
VSJ,115.27,-6.63,-0.02%
NGLI,302.18,-2.98,-0.7%
IXW,148.61,-7.58,0.79%
MLWV,34.86,0.76,4.02%
KHE,194.18,6.43,0.78%
SLAV,191.82,-8.43,-2.07%
CDOI,360.33,7.14,2.96%
KQX,46.05,-4.53,1.22%
KHW,136.63,-5.31,-0.41%
GMSJ,85.04,-2.47,-4.5%
QCCR,419.35,-0.46,1.47%
IXM,26.5,9.16,-0.02%
GBD,465.71,-8.12,-0.54%
AUF,169.66,4.07,-4.37%
QWJ,278.98,-6.82,4.01%
YZJ,356.22,-8.7,-0.79%
DVY,52.01,-1.52,-2.33%
XDAG,308.37,-3.48,0.37%
IYZI,238.29,-9.16,0.53%
ORQG,167.43,-9.01,3.14%
GBZ,213.56,4.3,-4.98%
KUK,236.0,9.66,1.72%
DVVF,436.09,-3.63,1.89%
TAET,459.91,4.13,3.85%
RQB,67.92,9.26,0.11%
XXAV,122.8,-1.04,-2.85%
NJD,303.94,-4.07,0.48%
WNJ,281.55,-9.66,-2.13%
PEU,266.74,-3.5,-0.52%
WXKR,286.72,-4.26,1.54%
HXM,171.36,5.44,3.18%
PEU,437.1,-2.02,-4.46%
MCMX,164.65,-2.82,1.41%
IOY,94.27,-0.09,2.75%
ENPS,434.31,-0.88,-2.69%
MOA,246.93,4.52,4.14%
MKLP,22.83,7.54,-1.46%
VRW,246.95,-0.87,1.93%
ZNC,448.9,3.88,1.3%
DAU,194.42,5.21,-3.13%
PTV,476.41,-5.45,3.87%
USG,465.98,1.63,-2.66%
OJY,461.13,3.39,1.78%
KOKQ,291.97,2.69,4.82%
XRT,166.18,3.3,1.09%
EYAL,164.03,2.35,-3.2%
TFV,429.89,1.03,1.38%
QHX,336.39,-3.22,1.18%
RZGX,110.04,-7.99,2.39%
TSWA,463.77,-7.45,-4.11%
UKBA,471.12,-0.18,-4.89%
XWVJ,79.2,-9.51,-3.81%
NGO,344.62,-4.54,3.73%
VVY,347.82,6.76,-4.6%
IXGZ,472.45,8.4,3.82%
ZIK,133.37,4.81,0.46%
ALSN,497.13,-8.27,3.49%
HCX,237.03,-1.9,4.19%
YOZA,329.31,-7.24,2.88%
ANJ,10.82,-7.08,1.11%
NALT,275.06,-3.73,0.33%
EUGI,115.95,-7.5,4.8%
NROZ,250.81,4.45,-4.81%
FHA,57.38,1.56,-0.88%
DPVI,197.25,5.3,-3.5%
ZBHO,393.87,-9.26,-0.05%
FVXU,173.34,-3.1,-3.79%
WFNC,182.88,9.61,-4.41%
DFG,133.87,-9.61,3.38%
FTO,253.02,-8.34,0.86%
WYLU,348.92,-0.77,-3.21%
EKQN,120.74,4.38,1.49%
UQN,451.87,-1.63,1.6%
AERH,245.64,-2.63,2.85%
ELV,35.71,7.06,-2.03%
RMFF,103.4,-7.71,2.68%
KMN,30.05,0.32,4.59%
XICE,423.87,1.85,-0.35%
AAZ,172.93,5.59,-2.39%
WFS,393.33,-6.68,-1.24%
LVI,407.25,9.9,0.89%
EDMX,73.32,-4.81,-4.24%
HKM,433.54,5.6,2.45%
NIJ,138.81,7.52,1.48%
PFJN,474.92,5.79,3.11%
FFCS,488.31,-5.67,0.54%
VVAE,119.84,-0.07,-4.18%
CKRV,449.29,-6.67,-2.03%
MOSX,85.25,3.8,0.83%
TPN,369.63,-0.72,-0.45%
JGI,158.01,-6.54,1.37%
LWQA,467.5,8.36,-3.55%
VJYE,364.07,2.08,-4.77%
YPZ,49.3,-2.41,-1.37%
AQWD,272.18,8.38,-3.26%
DPVR,433.1,8.85,-1.46%
KSSF,415.13,-6.17,-3.95%
MIVT,135.87,6.59,-1.4%
BVRX,479.44,-7.89,3.88%
UJQM,246.98,-6.4,2.6%
OPKH,81.81,6.45,2.25%
EOAP,146.95,-6.25,-2.86%
HQG,163.34,-3.76,-2.14%
KBF,96.97,9.92,-4.93%
IXW,86.43,-2.14,2.16%
SJA,382.11,0.26,2.37%
SJN,401.98,5.59,-3.76%
WXZZ,144.09,-9.93,-2.46%
ILXU,155.72,-1.72,0.92%
QZY,83.02,8.66,-0.13%
LAG,281.9,-0.34,2.84%
QPB,278.86,6.32,-4.44%
MTIZ,58.21,-4.14,0.32%
IBZQ,87.91,-3.31,-4.82%
CUN,96.88,-7.65,-0.66%
MZI,208.13,0.22,3.88%
WOR,56.23,3.15,4.46%
WDZW,363.95,8.06,-3.77%
LKPN,183.39,3.14,-4.0%
PAVE,229.66,8.65,-2.76%
PPCT,485.41,-3.69,-1.73%
XIS,212.89,-4.84,1.95%
DJT,497.81,2.91,-1.19%
KNUM,16.68,-4.66,-3.71%
UFHB,289.92,-6.2,0.59%
ERO,308.81,-4.38,4.42%
PAOS,361.33,-7.87,1.08%
WGXB,50.87,-8.73,-2.5%
QGE,240.56,-2.1,-2.76%
QIBK,92.62,-4.66,4.38%
WRP,480.67,-1.23,-1.05%
HCT,280.26,-3.14,-0.66%
NIGI,406.49,4.68,-4.04%
TOT,387.96,-8.84,3.98%
XGG,51.2,-4.97,-0.21%
ALJ,115.32,2.93,-4.98%
ZKW,131.01,8.1,-0.97%
UYR,149.94,-1.3,3.29%
HFV,124.46,2.61,3.03%
FWLP,242.61,0.77,3.98%
WQTW,202.09,3.02,-3.65%
PQWP,218.47,8.58,-4.11%
HEO,78.49,2.06,3.61%
ZBGW,289.26,1.94,-0.1%
UJC,27.16,-4.84,-2.22%
LBLN,372.35,5.03,-0.65%
POIV,270.6,7.94,1.83%
FNCI,54.97,4.96,4.03%
JBV,446.56,3.32,-1.37%
PUH,355.2,4.7,1.33%
JJH,128.79,-2.77,-0.54%
CBNS,437.11,-7.75,0.01%
HQW,223.58,4.83,2.71%
KUR,224.22,-9.55,4.5%
UZLZ,279.03,3.51,1.04%
LUO,450.57,-4.96,1.13%
XWAC,280.81,-5.32,-4.34%
OPVS,348.07,9.6,0.09%
JUN,169.29,1.87,-0.29%
OLNP,325.93,6.42,1.43%
YPWH,147.51,3.67,3.42%
LQX,385.97,2.72,-2.71%
QKH,40.89,-9.44,-0.42%
TOD,310.72,-4.52,-0.25%
SSAC,299.74,-5.34,-1.84%
BAFJ,333.87,4.56,-0.76%
QPFS,54.12,0.38,4.96%
KBC,227.0,0.61,-1.32%
ZWT,250.02,9.71,-0.14%
OTAH,272.67,8.73,-4.37%
BBLF,242.76,8.05,2.82%
YLQ,261.83,7.19,-0.82%
QAVM,349.38,2.89,-4.04%
ZEN,200.0,-9.53,-4.4%
RHOH,180.83,-5.73,3.9%
DPY,66.05,-1.79,1.49%
TMD,123.11,-5.67,-1.81%
IAM,159.16,6.0,-2.94%
OFV,324.58,-7.52,-2.29%
CZRN,38.95,4.62,0.17%
NGKT,14.41,-6.57,-3.12%
ZGH,122.12,0.0,1.71%
EIVZ,14.99,-3.54,1.32%
DHA,117.23,0.97,0.06%
KPV,201.0,-4.29,1.16%
PQAT,82.53,0.74,2.07%
RNQR,385.39,6.15,-3.16%
HVVN,374.82,-5.36,-1.03%
TZQS,484.82,-3.49,-1.99%
ZTJ,29.13,-2.07,0.21%
FAYU,83.01,9.33,1.73%
TOH,40.93,-1.74,-1.73%
UJGU,124.66,-7.38,-2.34%
CNZ,101.55,2.5,-1.85%
HCE,281.99,9.85,1.95%
ZIRZ,111.79,-0.33,-4.56%
DZY,136.35,-1.39,0.84%
DYW,360.45,-5.32,0.19%
NZKE,303.46,-3.86,3.18%
GTGH,55.22,5.87,4.11%
NGX,455.77,8.83,-4.29%
LOP,56.5,8.95,-1.47%
IAJD,389.16,-1.22,-3.83%
JUJI,349.27,1.87,2.55%
GEGN,376.33,1.5,-1.38%
MSA,184.66,-0.54,3.69%
IBJ,107.5,-7.92,-0.91%
CNU,275.92,-3.75,-4.79%
CJGD,137.44,-6.88,-0.46%
SDB,251.08,2.53,0.84%
WKT,276.44,-2.93,-0.22%
ARZ,73.82,10.0,-3.83%
MENT,403.38,2.92,-4.14%
MZG,13.09,8.05,3.21%
OMM,56.78,-3.9,-3.67%
IDUW,192.31,3.69,3.58%
HLGQ,419.49,5.05,-4.94%
RFBR,448.02,-4.62,0.16%
FEK,79.75,0.8,-3.8%
MOAX,434.98,8.34,-0.5%
IXDI,286.24,0.3,0.82%
KLJ,480.66,-1.82,3.66%
TSPF,472.98,-0.74,-2.99%
HVDO,214.71,-2.26,2.76%
PKOO,268.8,-4.99,-4.63%
CYO,378.2,0.34,-4.32%
UQX,268.84,8.75,4.77%
CDU,293.36,8.06,4.1%
AISF,25.8,8.08,3.98%
YERA,176.75,6.45,-3.22%
DED,463.64,-8.14,-4.07%
EOT,369.85,3.07,2.62%
DSJ,250.31,9.39,-0.92%
GROY,12.09,4.56,4.36%
ZTM,207.3,-9.99,0.88%
XOU,88.11,-1.34,-4.36%
NQXO,490.71,-1.33,-2.67%
PKU,410.11,4.43,-3.53%
HPDG,37.73,-1.16,-0.35%
MTX,69.29,-1.14,0.2%
ALW,223.45,-7.25,-1.71%
GHKM,316.52,8.07,1.64%
SZML,414.67,-1.09,-0.2%
JTIB,450.67,-2.53,-0.57%
TEJ,443.99,-9.07,-2.8%
CYR,29.49,3.57,0.58%
NYF,144.4,-4.76,4.68%
NYV,273.01,3.55,1.57%
EOV,273.88,-7.43,3.98%
IKTO,106.1,-9.89,-0.76%
NCH,234.96,-8.19,4.6%
JNZ,222.91,-0.19,-2.68%
XAI,266.98,2.36,4.61%
PDQQ,287.21,-3.07,-3.94%
FZSS,348.12,-5.27,-2.43%
TNNG,299.05,7.48,-1.62%
CTNA,45.07,-2.48,-2.3%
FBP,233.46,-8.04,-2.27%
ZWK,172.73,-6.91,3.73%
KGXN,222.37,4.66,1.7%
SDY,191.46,2.32,0.57%
CNMP,63.48,3.76,1.17%
XYNA,444.83,-3.5,3.14%
PTRM,58.86,4.21,-0.19%
KAR,301.58,8.64,-0.18%
GLS,131.11,-2.92,-4.89%
YGDW,198.01,6.13,3.72%
EKJ,165.44,-8.49,-1.85%
TEYS,20.48,5.61,-0.8%
QJX,33.57,-6.91,4.81%
YBH,17.88,-4.09,1.95%
IDEV,241.36,7.21,-3.02%
XGC,331.55,-6.92,2.63%
VNIB,463.22,-0.13,-3.14%
XNA,285.34,-0.56,-0.26%
CXX,478.47,-8.32,4.03%
SABW,199.7,-5.21,4.29%
BMBA,489.78,4.95,4.87%
GES,36.75,-2.32,-3.81%
VAZM,406.45,4.77,4.44%
TXE,93.36,-3.71,-3.26%
PXK,366.44,-3.77,3.56%
JXM,177.2,-3.33,-4.5%
IZGU,396.95,-7.38,4.42%
CZW,36.08,6.64,0.93%
KMA,285.54,9.96,3.1%
XKJ,446.46,-2.13,2.95%
UXJM,29.31,8.35,3.21%
IUQN,325.26,8.29,-2.1%
ZDQQ,145.57,-9.6,-1.84%
NBA,442.45,-9.54,-4.43%
IAU,142.77,5.02,4.2%
GDO,103.8,6.5,4.66%
BIRM,479.07,5.27,3.05%
PWLO,97.14,7.25,4.6%
ZLRA,237.52,6.57,1.34%
PMY,250.33,-7.82,1.81%
HCGU,21.42,-6.88,0.35%
BVDN,161.98,5.51,4.62%
SYVR,85.4,7.94,2.02%
KDBD,417.4,-5.06,3.82%
RHG,346.57,8.73,3.66%
FKV,171.67,5.37,0.11%
YDM,476.6,7.34,-0.06%
EDNK,471.8,-8.56,-1.73%
PIH,79.85,-0.83,-2.32%
MCAT,392.17,-8.18,-3.48%
CMP,34.34,-3.07,2.03%
RJM,107.63,9.89,-1.3%
GGUL,403.05,-7.11,1.67%
MIDV,278.46,-4.71,2.83%
NHY,222.24,3.8,3.29%
FSY,383.6,-4.6,-2.67%
HREU,322.91,1.42,-0.61%
GFXI,311.88,0.44,0.17%
DRS,254.21,-5.25,2.69%
OZV,309.7,-1.25,0.7%
CXKS,150.84,-9.56,-4.4%
YIXX,452.2,5.65,0.46%
JBMT,231.31,2.3,4.32%
AQY,329.46,8.06,4.83%
NUW,388.21,7.87,-3.81%
DXD,39.15,7.52,-2.23%
FELP,261.62,7.71,1.09%
WSS,460.9,-9.61,-1.56%
QYR,335.64,-1.43,0.68%
YAF,366.17,5.27,1.38%
JHL,74.39,5.89,-5.0%
GCD,266.4,-1.21,-2.58%
ZFCR,471.07,2.97,4.87%
PUH,112.08,-5.16,-4.91%
TNG,483.25,-4.91,1.37%
YYK,326.99,6.97,-3.23%
XVMN,23.07,8.08,1.23%
IFCP,433.47,-0.03,1.09%
DZWQ,498.8,0.2,-2.08%
FRM,91.15,-4.52,1.5%
GOTL,142.26,-6.9,4.01%
TNQ,250.62,-8.62,-1.17%
JGCG,480.57,4.87,3.09%
GSG,97.09,-5.06,3.21%
YUGV,393.42,-3.38,-0.8%
WLTM,255.08,6.52,-0.75%
PJOI,115.27,-0.75,-4.88%
VJJW,456.22,0.69,-0.96%
EEG,427.9,2.35,2.39%
IIXD,185.16,-0.21,-0.16%
TKE,463.12,8.79,1.07%
KMK,318.53,0.36,-4.48%
FEN,197.72,-3.15,2.71%
EXSD,156.2,-2.72,-2.82%
HZE,227.39,-1.18,0.65%
QWPX,211.45,0.35,1.17%
FUY,366.3,-1.87,3.19%
WDP,103.47,6.91,-2.1%
DXF,278.33,-7.71,0.33%
CTSM,163.44,-2.01,0.57%
LTK,299.07,-1.1,-4.57%
CZX,499.63,9.51,-4.89%
CZW,344.88,8.75,1.97%
CQL,426.28,-4.9,-3.28%
BTU,420.69,9.08,-2.81%
PXF,246.13,-0.34,1.35%
XXBK,337.12,-4.66,0.79%
IQY,246.4,-7.48,-3.59%
PQBD,81.35,-5.83,-1.32%
CKJG,148.1,-6.0,-1.65%
VLDF,83.9,-9.66,-4.58%
QJH,351.82,-6.59,0.8%
NELM,244.83,-8.93,2.2%
BYV,120.24,-8.32,1.24%
PFM,204.26,1.34,2.17%
MAE,42.41,-7.22,-3.98%
BXXW,266.47,7.68,-4.96%
YGL,101.58,-7.23,-2.77%
WREG,317.8,-1.38,2.88%
ACXI,276.7,-3.63,-2.43%
UWPD,244.87,9.09,-3.0%
PHG,83.3,-4.61,-0.93%
COL,51.95,8.73,-4.9%
NPA,198.88,9.83,0.93%
KLHC,280.61,-3.64,2.71%
PJPS,223.4,1.58,2.54%
ILP,126.94,-9.32,0.61%
HSQ,296.67,-7.15,-0.1%
IPKE,19.1,-9.64,-2.22%
YJV,422.23,-8.53,2.95%
WBZ,411.65,-0.52,-1.35%
OKP,93.55,7.82,-2.36%
ITKP,149.8,1.33,-3.57%
XILK,264.46,-8.96,-2.46%
ACBK,35.97,-3.47,-2.53%
TXCG,333.4,-9.84,4.79%
CLQ,182.66,5.1,-1.12%
YRGY,81.02,-0.36,4.63%
ZVQ,143.29,-5.33,2.72%
VFP,352.62,-4.98,-1.16%
YIF,200.91,-6.87,3.88%
MKR,52.98,-5.31,3.44%
RJLC,54.46,-5.21,3.24%
BNIF,480.58,-3.24,-1.68%
PWWJ,351.29,-4.02,4.51%
EDD,407.65,-9.38,3.97%
XMR,454.23,2.06,1.53%
EZNI,440.93,4.06,3.31%
KBH,165.8,-8.4,-1.24%
ACDC,411.69,-1.9,4.95%
CRA,190.83,-2.57,0.04%
INIY,229.11,3.96,0.93%
OOG,69.74,5.47,-4.0%
HVOB,123.92,-6.4,3.75%
DNCN,95.85,7.39,-0.61%
AMK,351.31,-3.35,-2.3%
MLJ,480.42,5.53,-2.65%
JLS,189.76,-4.45,-3.73%
SGD,460.53,8.65,4.29%
IFON,339.25,3.77,4.11%
SAGP,493.09,-2.3,2.33%
OFG,490.27,-5.93,3.22%
ZQED,442.76,5.28,1.11%
BOBU,461.46,-7.29,-0.14%
EBVB,337.8,0.02,-1.86%
XKE,89.46,8.28,-2.22%
GBSP,256.94,-0.94,-2.86%
QUHZ,205.4,0.08,0.31%
SMSN,328.0,-9.93,3.13%
WIAQ,277.4,-6.9,1.82%
MDUE,135.01,-2.57,0.54%
ICW,445.61,4.07,-2.48%
HMP,287.16,-9.58,-4.75%
QBKT,491.96,-3.16,4.48%
ECZA,112.49,8.12,-0.12%
GSJD,174.25,7.95,-4.75%
PTJB,471.32,6.86,3.64%
OYYG,115.03,-6.62,2.02%
PKY,219.8,-7.03,-1.58%
HBM,50.49,9.08,4.69%
ENAK,284.06,3.88,-0.24%
TIRI,401.47,4.61,-0.65%
TXDY,270.2,-8.57,1.33%
GHW,179.01,-3.41,1.88%
FVMF,42.97,9.36,-1.25%
VUU,327.71,4.82,-4.11%
MCSN,446.55,-8.77,-4.97%
RJQZ,426.59,-5.01,2.74%
JXXF,499.75,-1.27,2.95%
STRA,153.46,1.23,-2.24%
YSTA,62.34,-7.42,-0.38%
BCTM,379.81,5.37,-1.16%
CBE,221.62,0.2,-3.46%
VTAN,44.59,4.38,0.42%
LMF,484.53,-4.62,0.27%
ZHAU,388.42,-0.82,3.94%
FCYC,45.83,0.44,-3.0%
ELNU,114.32,8.65,-0.07%
EQAP,138.92,3.46,-1.17%
IAN,75.97,9.46,-3.69%
YFQV,138.46,9.6,0.79%
LHJ,273.86,-0.14,0.24%
FRM,458.48,2.65,-0.98%
GMRU,165.59,-9.74,-3.07%
AXN,478.8,-6.5,-1.39%
VFG,253.65,-5.14,3.18%
GGDX,417.52,1.99,-0.55%
KBRU,495.57,6.19,-2.88%
PPM,441.38,-4.78,4.75%
PLF,461.12,7.25,-3.4%
BIH,416.43,-9.37,-0.1%
CLDW,301.64,-2.94,-4.07%
SGJ,358.6,9.49,-0.56%
FVL,127.07,-9.67,-4.44%
ZTQX,27.43,8.78,4.55%
KOXF,278.08,-4.84,4.88%
PHY,199.06,8.98,2.93%
KFC,420.21,4.57,-0.79%
NLOF,56.72,-9.47,-0.65%
YHSR,444.31,-2.62,0.47%
QXU,492.87,-4.85,2.77%
ZWO,320.56,-5.68,2.87%
OFQ,469.34,1.21,4.69%
CXFT,488.75,-2.29,-1.27%
BRU,228.38,0.98,-4.11%
TCBX,119.27,-5.01,-4.76%
WCH,85.38,8.05,-1.17%
TNM,12.39,9.55,-2.4%
YAXD,449.92,-4.42,-3.43%
FZRN,158.63,-7.19,1.95%
NRA,386.52,3.2,-1.43%
GTHY,112.89,4.42,-4.25%
ZMSE,98.35,-3.83,4.58%
ERD,306.63,2.76,-1.98%
VYT,479.92,7.05,-3.35%
MIZ,333.32,-2.73,-0.3%
POLN,280.05,-9.17,-2.77%
KGSG,489.44,1.1,1.93%
OUVB,335.42,7.53,2.72%
CKSN,402.24,-7.41,3.5%
PMC,312.64,2.04,-2.71%
LRP,344.92,-5.62,-4.94%
WKR,248.53,8.56,-0.97%
WMZ,435.48,7.63,1.14%
IKF,291.78,4.66,3.68%
UNN,163.29,4.45,2.18%
UPTX,115.53,-8.22,3.84%
NMJW,214.8,-5.64,-2.57%
NQJ,93.86,1.19,4.48%
DEL,305.6,-0.55,4.01%
WSNO,128.21,-3.09,-1.1%
UQKT,243.69,4.18,-2.79%
GCN,159.18,2.43,2.83%
CCR,97.04,-3.77,-0.72%
WZAC,257.3,-2.07,0.59%
VOW,238.65,8.05,-2.57%
UIR,220.85,-5.05,2.91%
QYR,472.88,-2.37,-3.29%
XMN,56.82,7.1,2.22%
NTST,266.45,-3.29,4.0%
DDDK,20.71,-6.3,0.85%
VRAP,447.17,-5.09,-1.23%
NHGS,19.33,2.39,-2.22%
QTT,355.75,-5.83,-1.29%
CWCA,178.31,9.9,-0.3%
QEMR,438.22,5.45,-2.38%
DYG,71.5,1.55,3.91%
YLA,427.52,2.3,1.86%
GLQJ,490.58,9.86,-3.65%
LNB,132.81,0.89,3.1%
CUAF,34.04,-2.15,-0.54%
MKIT,368.53,8.67,-4.32%
BDHQ,415.63,-4.35,4.29%
MFWS,75.81,3.05,-2.49%
XIE,115.97,-0.4,4.15%
YSK,109.77,1.12,-3.65%
BFO,293.96,-9.16,-3.31%
TELW,241.33,1.37,0.48%
TABP,211.31,5.89,-1.9%
FWCD,254.1,0.76,-0.87%
KHJY,52.73,-4.28,-3.58%
NKDH,102.22,-2.4,-0.11%
KNWQ,89.15,-2.25,0.27%
NOW,28.08,-9.24,1.34%
JYFE,374.64,-2.12,0.44%
XYV,42.01,8.57,0.85%
FKA,443.87,-4.31,1.45%
RKM,195.38,6.22,-0.76%
ZOCS,77.95,4.98,4.49%
IEC,462.72,-4.37,2.69%
ERX,34.85,0.23,4.19%
OJHV,101.65,-2.68,0.73%
QOBA,108.6,-9.62,4.1%
EQEQ,216.39,4.91,-2.74%
GPJ,371.74,-6.65,3.85%
KQBY,418.49,-9.84,-1.79%
XXJO,459.09,-8.81,0.2%
ZFBG,106.47,4.48,-4.42%
IAS,137.8,-6.82,4.04%
TCWU,269.84,-3.71,-3.58%
IIX,303.48,-5.69,-4.21%
MWJA,436.71,-7.86,4.03%
BZH,213.08,-9.9,-3.34%
PIO,296.71,2.87,1.77%
PIA,395.94,3.14,-2.63%
DVFW,34.21,-9.38,3.73%
IAMK,121.54,-1.1,0.02%
SIR,57.9,-7.2,-1.84%
HQC,399.3,-5.34,-3.35%
RIIQ,50.73,2.61,4.76%
UMO,476.3,-7.19,-0.43%
WFQO,335.08,-7.19,2.06%
SIH,317.7,3.31,-3.66%
KVA,219.24,4.5,4.71%
ETK,334.27,-6.49,-2.66%
WDL,370.0,7.51,4.52%
EQP,361.5,8.65,3.36%
WQKM,424.97,1.49,-1.4%
GUOA,201.61,7.72,3.39%
ORWM,331.38,3.31,1.84%
UNF,274.91,-5.93,4.45%
AEIE,454.95,3.9,-1.3%
EUE,207.18,-3.87,-2.41%
FBH,369.29,3.08,-3.4%
NHB,42.47,-3.1,-4.93%
UDAM,195.71,-3.62,-4.79%
PDMX,143.77,-3.24,-0.41%
NHXG,45.2,-5.15,-0.15%
DGN,97.78,-7.85,2.46%
UZGD,82.56,1.55,-2.31%
UHX,30.38,-4.18,4.07%
YQH,316.1,-9.07,-4.94%
PRC,297.74,-3.87,0.76%
BRVJ,75.95,5.51,-0.37%
NKEO,81.02,-7.79,0.43%
AANA,326.96,-0.95,2.14%
YXQY,405.47,9.95,1.11%
GMT,17.58,4.97,1.02%
UJX,120.64,-3.46,3.3%
XPO,219.54,9.15,-3.05%
LGT,232.53,-9.03,-0.3%
IYGQ,214.18,4.01,-1.52%
DVQ,424.89,1.55,-4.49%
AWXN,261.04,9.3,-0.74%
WSE,58.14,9.7,-1.2%
UNOY,244.49,-8.77,0.65%
MKL,330.31,-1.47,-0.39%
CSO,241.19,-8.02,4.04%
PEYN,206.79,-8.07,-4.34%
VNRS,27.24,-4.63,4.22%
YSG,188.18,8.14,0.03%
TURN,306.32,-6.64,-4.63%
XGU,159.9,-6.11,-1.95%
HAJ,219.54,2.45,4.08%
OOKA,57.91,5.96,2.23%
KROE,163.7,0.16,2.87%
SQD,444.87,-1.34,1.59%
MWB,398.26,2.62,4.82%
JHE,309.0,-7.59,-3.31%
ZEYQ,196.47,7.28,3.26%
HUI,328.49,6.86,1.83%
CVBV,23.65,-1.99,-4.51%
VRY,403.36,5.84,-2.43%
WRQ,54.8,-1.72,2.35%
PYL,191.52,6.71,-3.16%
JKD,208.34,9.87,-4.13%
IEZ,155.5,5.69,-1.78%
QWG,460.61,-6.68,-1.56%
DJLL,374.4,7.85,-1.17%
FFZ,319.25,-0.61,-3.78%
GEA,372.82,2.75,-4.85%
LWCC,154.09,-6.27,4.95%
KVJM,250.75,9.98,3.19%
CKA,17.74,-2.17,-2.66%
OOTV,34.18,-8.29,4.71%
KSE,288.76,-8.0,-1.32%
TTL,120.11,6.38,-2.88%
SES,147.13,6.9,2.37%
KNUY,50.99,-2.25,3.5%
FHRJ,90.92,4.11,3.13%
VDUL,320.26,6.3,-2.79%
XXM,117.18,6.11,-3.02%
ZWRX,435.74,-0.45,1.93%
JUA,437.96,-0.24,1.04%
KAP,448.42,3.8,2.3%
RONF,225.51,8.96,4.95%
ITSF,265.29,8.33,1.97%
MFST,484.18,-3.36,1.3%
ENKR,190.23,8.11,-1.85%
WGM,400.37,-4.88,-4.42%
BLN,302.51,0.68,-3.93%
ARL,482.65,-4.88,-4.01%
IJQ,105.76,4.8,-3.39%
JQOD,72.16,-4.13,-1.72%
LCA,27.22,-9.46,-2.29%
OID,327.86,-5.1,3.62%
OVOC,463.2,-0.5,-1.67%
KSM,264.85,-0.35,-1.56%
OJU,494.63,-4.22,-1.09%
HWFO,243.49,2.04,0.58%
VEC,316.79,7.55,-1.51%
EAGW,67.87,5.99,3.18%
UJWG,337.31,5.65,-3.65%
ADX,254.51,-5.5,-3.27%
PPVN,464.82,-6.17,4.36%
SMAV,356.99,8.46,-2.96%
ZHTH,498.17,9.56,0.36%
FKC,262.16,1.49,-1.84%
WBPA,456.7,-6.59,-0.74%
MNT,315.67,6.47,2.1%
SWS,418.62,-2.27,-4.28%
MMJO,175.97,1.79,-2.49%
SVCM,27.97,7.51,-2.74%
XBUT,494.28,-0.93,-1.94%
FXQR,94.79,-5.76,0.29%
TUW,92.04,5.39,-0.44%
QPX,155.16,-9.24,4.44%
ROAR,107.74,0.67,2.79%
FHUC,58.57,9.61,-2.23%
QVUC,438.89,7.43,2.64%
TRBU,199.04,3.33,-4.63%
IAH,15.16,-9.38,-1.55%
LKC,464.99,1.05,0.62%
GDY,411.11,5.99,0.67%
KZO,337.85,-7.99,0.95%
LHVB,233.99,-0.89,2.54%
UAO,402.3,-6.83,2.61%
MVE,61.99,4.75,-0.41%
AIN,417.65,1.41,-4.14%
LUWC,497.47,-9.76,-2.32%
CAO,163.15,-4.13,0.2%
IXRH,478.31,-9.91,2.41%
KIR,469.35,7.97,3.83%
ATI,30.39,7.16,4.43%
JYZ,62.69,0.49,4.75%
TXL,341.02,-9.6,1.29%
XENW,175.96,8.73,-4.81%
OOA,72.96,-8.29,0.4%
WBMI,448.81,9.26,2.94%
PCZ,203.02,-9.25,-4.18%
GUT,449.63,4.45,2.22%
QAIR,76.23,7.77,4.48%
KOK,312.61,7.68,-3.75%
NVCE,336.87,8.96,-3.3%
FUAR,90.97,-3.68,1.37%
CJJ,427.64,2.99,-2.93%
VYFT,443.03,-4.62,-2.05%
MVO,173.98,-4.99,-4.83%
GZVZ,121.88,0.9,-3.63%
EATC,410.64,7.76,0.8%
OKUL,159.49,-6.17,2.09%
ZBII,114.59,2.56,1.24%
MMT,432.3,-2.0,-0.02%
NBR,19.2,-9.43,-0.04%
CUR,343.08,-9.35,4.65%
GJTR,20.63,-9.41,-4.58%
IQQX,232.43,9.56,4.44%
UTNF,167.34,8.36,4.11%
TFF,238.5,5.06,-0.87%
TPLS,120.41,-8.24,2.09%
LUU,192.65,-8.86,-3.86%
PZB,197.54,6.86,1.88%
OZEP,458.05,5.91,1.54%
BLO,480.6,-4.79,0.62%
OSHL,142.38,-7.47,-1.17%
WDK,172.26,6.82,0.34%
PDI,489.3,-4.2,-0.46%
